city,country,lat,lon,source,oid,state,comments
Alkmaar,Netherlands,52.6333,4.75,manually from http://www.astro.com/atlas/,990,NULL,NULL
The Hague,Netherlands,52.1,4.3,manually from http://www.astro.com/atlas/,991,NULL,NULL
Utrecht,Netherlands,52.1,5.11667,manually from http://www.astro.com/atlas/,992,NULL,NULL
Gdansk,Poland,54.3833,18.8333,manually from http://www.astro.com/atlas/,993,NULL,NULL
Kalisz,Poland,51.7667,18.1,manually from http://www.astro.com/atlas/,994,NULL,NULL
Slupsk,Poland,54.4667,17.0167,manually from http://www.astro.com/atlas/,995,NULL,NULL
Porto,Portugal,41.1833,-8.6,manually from http://www.astro.com/atlas/,996,NULL,NULL
Cluj,Romania,46.7833,23.6,manually from http://www.astro.com/atlas/,997,NULL,NULL
Pitesti,Romania,44.8667,24.8667,manually from http://www.astro.com/atlas/,998,NULL,NULL
Valencia,Spain,39.4667,-0.366667,manually from http://www.astro.com/atlas/,999,NULL,NULL
Zaragoza,Spain,41.6333,-0.883333,manually from http://www.astro.com/atlas/,1000,NULL,NULL
Vasteras,Sweden,59.6167,16.55,manually from http://www.astro.com/atlas/,1001,NULL,NULL
Gaziantep,Turkey,37.0833,37.3667,manually from http://www.astro.com/atlas/,1002,NULL,NULL
*,Austria,48.2167,16.3333,manually from http://www.astro.com/atlas/ (cloned),1003,NULL,NULL
*,Belgium,50.8333,4.33333,manually from http://www.astro.com/atlas/ (cloned),1004,NULL,NULL
*,Brunei,4.93333,114.917,manually from http://www.astro.com/atlas/ (cloned),1005,NULL,NULL
*,Croatia,45.8,15.9667,manually from http://www.astro.com/atlas/ (cloned),1006,NULL,NULL
*,Denmark,55.6667,12.5833,manually from http://www.astro.com/atlas/ (cloned),1007,NULL,NULL
*,Poland,52.2333,21,http://www.infoplease.com/ipa/A0001769.html (cloned),1317,NULL,NULL
*,Greece,37.9667,23.7167,manually from http://www.astro.com/atlas/ (cloned),1009,NULL,NULL
*,Israel,31.7667,35.2333,manually from http://www.astro.com/atlas/ (cloned),1010,NULL,NULL
*,Netherlands,52.3667,4.9,manually from http://www.astro.com/atlas/ (cloned),1011,NULL,used amsterdam which is true capital;\nThe Hague is seat of government
*,Norway,59.9167,10.75,manually from http://www.astro.com/atlas/ (cloned),1012,NULL,NULL
*,Finland,60.1667,25,http://www.infoplease.com/ipa/A0001769.html (cloned),1316,NULL,NULL
*,Reunion,-20.8667,55.4667,manually from http://www.astro.com/atlas/ (cloned),1014,NULL,NULL
*,Slovenia,46.05,14.5167,manually from http://www.astro.com/atlas/ (cloned),1015,NULL,NULL
*,Sweden,59.3333,18.05,manually from http://www.astro.com/atlas/ (cloned),1016,NULL,NULL
*,Switzerland,46.95,7.43333,manually from http://www.astro.com/atlas/ (cloned),1017,NULL,NULL
*,France,48.8,2.33333,http://www.infoplease.com/ipa/A0001769.html (cloned),1019,NULL,NULL
*,Spain,40.4333,-3.7,http://www.infoplease.com/ipa/A0001769.html (cloned),1020,NULL,NULL
Freestone,Australia,-28.1333,152.133,manually from http://www.astro.com/atlas/,1021,NULL,NULL
Liverpool,Australia,-33.9,150.933,manually from http://www.astro.com/atlas/,1022,NULL,NULL
Toowoomba,Australia,-27.55,151.95,manually from http://www.astro.com/atlas/,1023,NULL,NULL
Feldkirch,Austria,47.2333,9.6,manually from http://www.astro.com/atlas/,1024,NULL,NULL
Zaventem,Belgium,50.8833,4.46667,manually from http://www.astro.com/atlas/,1025,NULL,NULL
Joensuu,Finland,62.6,29.7667,manually from http://www.astro.com/atlas/,1026,NULL,NULL
Neuilly Sur Marne,France,48.85,2.53333,manually from http://www.astro.com/atlas/,1027,NULL,NULL
Magdeburg,Germany,52.1167,11.6333,manually from http://www.astro.com/atlas/,1028,NULL,NULL
Riga,Latvia,56.95,24.1,manually from http://www.astro.com/atlas/,1029,NULL,NULL
Ulaanbaatar,Mongolia,47.9167,106.883,manually from http://www.astro.com/atlas/,1030,NULL,NULL
Bydgoszcz,Poland,53.1333,18,manually from http://www.astro.com/atlas/,1031,NULL,NULL
Iasi,Romania,47.1667,27.5833,manually from http://www.astro.com/atlas/,1032,NULL,NULL
Timisoara,Romania,45.75,21.2167,manually from http://www.astro.com/atlas/,1033,NULL,NULL
Lund,Sweden,55.7,13.1833,manually from http://www.astro.com/atlas/,1034,NULL,NULL
Izmir,Turkey,38.4167,27.15,manually from http://www.astro.com/atlas/,1035,NULL,NULL
Koege,Denmark,55.45,12.1833,manually from http://www.astro.com/atlas/,1036,NULL,NULL
Ste.Genevieve Des Bois,France,48.6333,2.33333,manually from http://www.astro.com/atlas/,1037,NULL,NULL
Lagny,France,48.8667,2.71667,manually from http://www.astro.com/atlas/,1038,NULL,NULL
Frankston,Australia,-38.1333,145.117,manually from http://www.astro.com/atlas/,1039,NULL,NULL
Sundsvall,Sweden,62.3833,17.3,manually from http://www.astro.com/atlas/,1040,NULL,NULL
New Westminster,Canada,49.2,-122.917,manually from http://www.astro.com/atlas/,1041,BC,NULL
Cardiff,Wales,51.4833,-3.21667,manually from http://www.astro.com/atlas/,1042,NULL,NULL
Vernon,Canada,50.2667,-119.267,manually from http://www.astro.com/atlas/,1043,BC,NULL
Brighton,United Kingdom,50.8333,-0.133333,manually from http://www.astro.com/atlas/,1044,NULL,NULL
Xian City,China,34.25,108.867,manually from http://www.astro.com/atlas/,1045,Shanxi,NULL
Galway,Ireland,53.2667,-9.05,manually from http://www.astro.com/atlas/,1046,NULL,NULL
Quezon City,Philippines,14.6333,121.05,manually from http://www.astro.com/atlas/,1047,NULL,NULL
Roosendaal,Netherlands,51.5333,4.46667,manually from http://www.astro.com/atlas/,1048,NULL,NULL
Medan,Indonesia,3.58333,98.6667,manually from http://www.astro.com/atlas/,1049,NULL,NULL
Bayonne,France,43.4833,-1.48333,manually from http://www.astro.com/atlas/,1050,NULL,NULL
Tranebjerg,Denmark,55.8333,10.6,manually from http://www.astro.com/atlas/,1051,NULL,NULL
Castlebar,Ireland,53.8667,-9.28333,manually from http://www.astro.com/atlas/,1052,NULL,NULL
Obbola,Sweden,63.7,20.3167,manually from http://www.astro.com/atlas/,1053,NULL,NULL
Thomastown,Australia,-37.6833,145.017,manually from http://www.astro.com/atlas/,1054,NULL,NULL
Viborg,Denmark,56.4333,9.4,manually from http://www.astro.com/atlas/,1055,NULL,NULL
Vejle,Denmark,55.7167,9.53333,manually from http://www.astro.com/atlas/,1056,NULL,NULL
Varde,Denmark,55.6333,8.48333,manually from http://www.astro.com/atlas/,1057,NULL,NULL
Svendborg,Denmark,55.05,10.6167,manually from http://www.astro.com/atlas/,1058,NULL,NULL
Vilvoorde,Belgium,50.9333,4.43333,manually from http://www.astro.com/atlas/,1059,NULL,NULL
Kilkis,Greece,41,22.8833,manually from http://www.astro.com/atlas/,1061,NULL,NULL
Lulea,Sweden,65.5667,22.1667,manually from http://www.astro.com/atlas/,1062,NULL,NULL
Struer,Denmark,56.4833,8.61667,manually from http://www.astro.com/atlas/,1063,NULL,NULL
Tarm,Denmark,55.9167,8.53333,manually from http://www.astro.com/atlas/,1064,NULL,NULL
Strasburg,Germany,53.5,13.7333,manually from http://www.astro.com/atlas/,1065,NULL,NULL
Bistrita,Romania,47.1333,24.5,manually from http://www.astro.com/atlas/,1067,NULL,NULL
Umea,Sweden,63.8333,20.25,manually from http://www.astro.com/atlas/,1068,NULL,NULL
Haifa,Israel,32.8167,34.9833,manually from http://www.astro.com/atlas/,1069,NULL,NULL
Saint Denis,France,48.9333,2.36667,manually from http://www.astro.com/atlas/,1070,NULL,NULL
Metz,France,49.1333,6.16667,manually from http://www.astro.com/atlas/,1071,NULL,NULL
Sudbury,Canada,46.5,-81,manually from http://www.astro.com/atlas/,1072,ON,NULL
Konstanz,Germany,47.6667,9.16667,manually from http://www.astro.com/atlas/,1073,NULL,NULL
Heilbronn,Germany,49.1333,9.21667,manually from http://www.astro.com/atlas/,1074,NULL,NULL
Heraklion,Greece,35.3333,25.1333,manually from http://www.astro.com/atlas/,1075,NULL,NULL
Oradea,Romania,47.05,21.95,manually from http://www.astro.com/atlas/,1076,NULL,NULL
Bialystok,Poland,53.15,23.15,manually from http://www.astro.com/atlas/,1077,NULL,NULL
Annecy,France,45.9,6.11667,manually from http://www.astro.com/atlas/,1078,NULL,NULL
Amiens,France,49.9,2.3,manually from http://www.astro.com/atlas/,1079,NULL,NULL
Clermont,France,49.3833,2.4,manually from http://www.astro.com/atlas/,1080,NULL,NULL
Corte,France,42.3,9.13333,manually from http://www.astro.com/atlas/,1081,NULL,NULL
Kalmar,Sweden,56.6667,16.3667,manually from http://www.astro.com/atlas/,1082,NULL,NULL
Huddinge,Sweden,59.2333,17.9833,manually from http://www.astro.com/atlas/,1083,NULL,NULL
Dubbo,Australia,-32.25,148.6,manually from http://www.astro.com/atlas/,1084,NULL,NULL
Berne,Switzerland,46.95,7.43333,manually from http://www.astro.com/atlas/,1085,NULL,NULL
Jerusalem,Israel,31.7667,35.2333,manually from http://www.astro.com/atlas/,1087,NULL,NULL
Ahmadabad,India,23.0333,72.6167,manually from http://www.astro.com/atlas/,1088,NULL,NULL
Warszawa,Poland,52.25,21,manually from http://www.astro.com/atlas/,1089,NULL,NULL
Salvaterra de Magos,Portugal,39.0167,-8.8,manually from http://www.astro.com/atlas/,1090,NULL,NULL
Kazan,Russia,55.8167,49.1333,manually from http://www.astro.com/atlas/,1091,NULL,NULL
London,Canada,42.9833,-81.2333,manually from http://www.astro.com/atlas/,1092,ON,NULL
*,Germany,52.5,13.4167,http://www.infoplease.com/ipa/A0001769.html (cloned),1093,NULL,NULL
*,Hungary,47.5,19.0833,http://www.infoplease.com/ipa/A0001769.html (cloned),1094,NULL,NULL
New Delhi,India,28.6,77.2,manually from http://www.astro.com/atlas/,1095,NULL,NULL
*,India,28.6,77.2,manually from http://www.astro.com/atlas/ (cloned),1096,NULL,NULL
Hyderabad,India,17.3833,78.4833,manually from http://www.astro.com/atlas/,1097,NULL,NULL
*,Italy,41.9,12.45,http://www.infoplease.com/ipa/A0001769.html (cloned),1098,NULL,NULL
*,Libya,32.95,13.2,http://www.infoplease.com/ipa/A0001769.html (cloned),1099,NULL,NULL
Valletta,Malta,35.9,14.5167,manually from http://www.astro.com/atlas/,1100,NULL,NULL
*,Malta,35.9,14.5167,manually from http://www.astro.com/atlas/ (cloned),1101,NULL,NULL
Rabat,Morocco,34.0333,-6.85,manually from http://www.astro.com/atlas/,1102,NULL,NULL
*,Morocco,34.0333,-6.85,manually from http://www.astro.com/atlas/ (cloned),1103,NULL,NULL
Tunis,Tunisia,36.8,10.1833,manually from http://www.astro.com/atlas/,1104,NULL,NULL
*,Tunisia,36.8,10.1833,manually from http://www.astro.com/atlas/ (cloned),1105,NULL,NULL
*,Ukraine,50.4333,30.5167,manually from http://www.astro.com/atlas/ (cloned),1106,NULL,NULL
*,United Kingdom,51.5333,-0.0833333,http://www.infoplease.com/ipa/A0001769.html (cloned),1107,NULL,NULL
Goettingen,Germany,51.5333,9.91667,manually from http://www.astro.com/atlas/,1108,NULL,NULL
Goetzis,Austria,47.3333,9.63333,manually from http://www.astro.com/atlas/,1109,NULL,NULL
*,Australia,-35.2833,149.133,manually from http://www.astro.com/atlas/ (cloned),1110,NULL,NULL
*,Canada,45.4167,-75.7,manually from http://www.astro.com/atlas/ (cloned),1111,NULL,NULL
*,China,39.9167,116.417,http://www.infoplease.com/ipa/A0001769.html (cloned),1112,NULL,NULL
*,Indonesia,-6.26667,106.8,http://www.infoplease.com/ipa/A0001769.html (cloned),1113,NULL,NULL
*,Japan,35.6667,139.75,http://www.infoplease.com/ipa/A0001769.html (cloned),1114,NULL,NULL
*,South Korea,37.55,126.967,manually from http://www.astro.com/atlas/ (cloned),1115,NULL,NULL
*,Mongolia,47.9167,106.883,manually from http://www.astro.com/atlas/ (cloned),1116,NULL,NULL
*,New Zealand,-41.2833,174.783,http://www.infoplease.com/ipa/A0001769.html (cloned),1117,NULL,NULL
*,Papua New Guinea,-9.41667,147.133,http://www.infoplease.com/ipa/A0001769.html (cloned),1118,NULL,NULL
*,Philippines,14.5833,120.95,http://www.infoplease.com/ipa/A0001769.html (cloned),1119,NULL,NULL
*,Singapore,1.23333,103.917,http://www.infoplease.com/ipa/A0001769.html (cloned),1120,NULL,NULL
*,Taiwan,25.05,121.517,manually from http://www.astro.com/atlas/ (cloned),1121,NULL,NULL
*,Thailand,13.75,100.5,http://www.infoplease.com/ipa/A0001769.html (cloned),1122,NULL,NULL
*,Turkey,39.9167,32.9167,http://www.infoplease.com/ipa/A0001769.html (cloned),1123,NULL,NULL
Dhaka,Bangladesh,23.7167,90.4167,manually from http://www.astro.com/atlas/,1124,NULL,NULL
Thimbu,Bhutan,27.4667,89.65,manually from http://www.astro.com/atlas/,1125,NULL,NULL
Phnom Penh,Cambodia,11.55,104.917,manually from http://www.astro.com/atlas/,1126,NULL,NULL
Suva,Fiji,-18.1333,178.417,manually from http://www.astro.com/atlas/,1127,NULL,NULL
Tarawa,Kiribati,1.41667,173,manually from http://www.astro.com/atlas/,1128,NULL,NULL
Vientiane,Laos,17.9667,102.6,manually from http://www.astro.com/atlas/,1129,NULL,NULL
Kuala Lumpur,Malaysia,3.16667,101.7,manually from http://www.astro.com/atlas/,1130,NULL,NULL
Male,Maldives,4.16667,73.5,manually from http://www.astro.com/atlas/,1131,NULL,NULL
*,Bangladesh,23.7167,90.4167,manually from http://www.astro.com/atlas/ (cloned),1132,NULL,NULL
*,Malaysia,3.16667,101.7,manually from http://www.astro.com/atlas/ (cloned),1133,NULL,NULL
*,Maldives,4.16667,73.5,manually from http://www.astro.com/atlas/ (cloned),1134,NULL,NULL
*,Cambodia,11.55,104.917,manually from http://www.astro.com/atlas/ (cloned),1135,NULL,NULL
*,Fiji,-18.1333,178.417,manually from http://www.astro.com/atlas/ (cloned),1136,NULL,NULL
*,Kiribati,1.41667,173,manually from http://www.astro.com/atlas/ (cloned),1137,NULL,NULL
*,Bhutan,27.4667,89.65,manually from http://www.astro.com/atlas/ (cloned),1138,NULL,NULL
*,Laos,17.9667,102.6,manually from http://www.astro.com/atlas/ (cloned),1139,NULL,NULL
Port Louis,Mauritius,-20.1667,57.5,manually from http://www.astro.com/atlas/,1140,NULL,NULL
Kathmandu,Nepal,27.7167,85.3167,manually from http://www.astro.com/atlas/,1141,NULL,NULL
Islamabad,Pakistan,33.7,73.1667,manually from http://www.astro.com/atlas/,1142,NULL,NULL
Apia,Samoa,-13.8333,-171.733,manually from http://www.astro.com/atlas/,1143,NULL,NULL
Honiara,Solomon Islands,-9.43333,159.95,manually from http://www.astro.com/atlas/,1144,NULL,NULL
Colombo,Sri Lanka,6.93333,79.85,manually from http://www.astro.com/atlas/,1145,NULL,NULL
Nukualofa,Tonga,-21.1333,-175.2,manually from http://www.astro.com/atlas/,1146,NULL,NULL
Port Vila,Vanuatu,-17.7333,168.317,manually from http://www.astro.com/atlas/,1147,NULL,NULL
Hanoi,Vietnam,21.0333,105.85,manually from http://www.astro.com/atlas/,1148,NULL,NULL
Fanafuti,Tuvalu,-8.51667,179.217,manually from http://www.astro.com/atlas/,1161,NULL,NULL
*,Samoa,-13.8333,-171.733,manually from http://www.astro.com/atlas/ (cloned),1150,NULL,NULL
*,Sri Lanka,6.93333,79.85,manually from http://www.astro.com/atlas/ (cloned),1151,NULL,NULL
*,Vietnam,21.0333,105.85,manually from http://www.astro.com/atlas/ (cloned),1152,NULL,NULL
*,Solomon Islands,-9.43333,159.95,manually from http://www.astro.com/atlas/ (cloned),1153,NULL,NULL
*,Pakistan,33.7,73.1667,manually from http://www.astro.com/atlas/ (cloned),1154,NULL,NULL
*,Nepal,27.7167,85.3167,manually from http://www.astro.com/atlas/ (cloned),1155,NULL,NULL
*,Tonga,-21.1333,-175.2,manually from http://www.astro.com/atlas/ (cloned),1156,NULL,NULL
*,Mauritius,-20.1667,57.5,manually from http://www.astro.com/atlas/ (cloned),1157,NULL,NULL
*,Vanuatu,-17.7333,168.317,manually from http://www.astro.com/atlas/ (cloned),1158,NULL,NULL
*,Burma,16.8333,96,http://www.infoplease.com/ipa/A0001769.html (cloned),1160,NULL,NULL
Bloemfontein,South Africa,-29.2,26.1167,manually from http://www.astro.com/atlas/,1162,NULL,NULL
*,Tuvalu,-8.51667,179.217,manually from http://www.astro.com/atlas/ (cloned),1163,NULL,NULL
Avarua,Cook Islands,-21.2,-159.767,manually from http://www.astro.com/atlas/,1164,NULL,NULL
Papeete,French Polynesia,-17.5333,-149.567,manually from http://www.astro.com/atlas/,1165,NULL,NULL
Noumea,New Caledonia,-22.2667,166.45,manually from http://www.astro.com/atlas/,1166,NULL,NULL
*,Cook Islands,-21.2,-159.767,manually from http://www.astro.com/atlas/ (cloned),1167,NULL,NULL
*,New Caledonia,-22.2667,166.45,manually from http://www.astro.com/atlas/ (cloned),1168,NULL,NULL
*,French Polynesia,-17.5333,-149.567,manually from http://www.astro.com/atlas/ (cloned),1169,NULL,NULL
*,South Africa,-33.9167,18.3667,http://www.infoplease.com/ipa/A0001769.html (cloned),1170,NULL,chose legislative capital
*,Colombia,4.53333,-74.25,http://www.infoplease.com/ipa/A0001769.html (cloned),1171,NULL,NULL
Kamloops,Canada,50.6667,-120.333,manually from http://www.astro.com/atlas/,1172,BC,NULL
Cambridge,Canada,43.3667,-80.3167,manually from http://www.astro.com/atlas/,1173,ON,NULL
Port Coquitlam,Canada,49.2667,-122.767,manually from http://www.astro.com/atlas/,1174,BC,NULL
Swift Current,Canada,50.2833,-107.833,manually from http://www.astro.com/atlas/,1175,SK,NULL
Chengdu,China,30.65,104.067,manually from http://www.astro.com/atlas/,1176,Sichuan,NULL
Kunming,China,25.0833,102.667,manually from http://www.astro.com/atlas/,1177,Yunnan,NULL
Nanning,China,22.8,108.333,manually from http://www.astro.com/atlas/,1178,Guangxi,NULL
Shenyang,China,41.8,123.45,manually from http://www.astro.com/atlas/,1179,Liaoning,NULL
Zhengzhou,China,34.8,113.65,manually from http://www.astro.com/atlas/,1180,Henan,NULL
*,Canada,50.4167,-104.65,manually from http://www.astro.com/atlas/ (cloned),1181,SK,NULL
*,Canada,53.55,-113.467,manually from http://www.astro.com/atlas/ (cloned),1182,AB,NULL
Macau,Macau,22.2333,113.583,manually from http://www.astro.com/atlas/,1183,NULL,NULL
*,Macau,22.2333,113.583,manually from http://www.astro.com/atlas/ (cloned),1184,NULL,NULL
Yaren,Nauru,-0.55,166.91,world-gazetteer.com,1185,NULL,NULL
*,Nauru,-0.55,166.91,world-gazetteer.com (cloned),1186,NULL,NULL
*,Northern Mariana Islands,15.13,145.69,world-gazetteer.com,1187,NULL,location of San Antonio, large(st) city, NOT of Capitol\nHill, admin capital
Koror,Palau,7.35,134.51,world-gazetteer.com,1188,NULL,NULL
*,Palau,7.35,134.51,world-gazetteer.com (cloned),1189,NULL,NULL
*,British Indian Ocean Territory,-6,71.5,http://www.cia.gov/cia/publications/factbook/geos/io.html,1190,NULL,generic location for country, not city-specific
Sapporo,Japan,43.05,141.35,manually from http://www.astro.com/atlas/,1191,NULL,NULL
Wesel,Germany,51.6667,6.63333,manually from http://www.astro.com/atlas/,1192,NULL,NULL
Ashqelon,Israel,31.6667,34.5833,manually from http://www.astro.com/atlas/,1193,NULL,NULL
Angelholm,Sweden,56.25,12.85,manually from http://www.astro.com/atlas/,1194,NULL,NULL
Xanthi,Greece,41.1333,24.8833,manually from http://www.astro.com/atlas/,1195,NULL,NULL
Limerick,Ireland,52.6667,-8.63333,manually from http://www.astro.com/atlas/,1196,NULL,NULL
Nanterre,France,48.8833,2.2,manually from http://www.astro.com/atlas/,1197,NULL,NULL
*,Canada,48.4167,-123.367,manually from http://www.astro.com/atlas/ (cloned),1202,BC,NULL
Galati,Romania,45.4333,28.05,manually from http://www.astro.com/atlas/,1199,NULL,NULL
*,Australia,-34,151,http://www.infoplease.com/ipa/A0001769.html,1201,NSW,NULL
*,Canada,43.65,-79.3833,manually from http://www.astro.com/atlas/ (cloned),1203,ON,NULL
*,Brazil,-15.7667,-47.9167,manually from http://www.astro.com/atlas/ (cloned),1204,NULL,NULL
Amman,Jordan,31.95,35.9333,manually from http://www.astro.com/atlas/,1205,NULL,NULL
*,Jordan,31.95,35.9333,manually from http://www.astro.com/atlas/ (cloned),1206,NULL,NULL
*,Ireland,53.3333,-6.25,http://www.infoplease.com/ipa/A0001769.html (cloned),1207,NULL,NULL
*,Algeria,36.8333,3,http://www.infoplease.com/ipa/A0001769.html (cloned),1208,NULL,NULL
Tirane,Albania,41.3333,19.8333,manually from http://www.astro.com/atlas/,1209,NULL,NULL
Andorra,Andorra,42.5,1.51667,manually from http://www.astro.com/atlas/,1210,NULL,NULL
Yerevan,Armenia,40.1833,44.5,manually from http://www.astro.com/atlas/,1211,NULL,NULL
Baku,Azerbaijan,40.3833,49.85,manually from http://www.astro.com/atlas/,1212,NULL,NULL
*,Albania,41.3333,19.8333,manually from http://www.astro.com/atlas/ (cloned),1213,NULL,NULL
*,Andorra,42.5,1.51667,manually from http://www.astro.com/atlas/ (cloned),1214,NULL,NULL
*,Argentina,-34.5833,-58.3667,http://www.infoplease.com/ipa/A0001769.html (cloned),1215,NULL,NULL
*,Armenia,40.1833,44.5,manually from http://www.astro.com/atlas/ (cloned),1216,NULL,NULL
*,Azerbaijan,40.3833,49.85,manually from http://www.astro.com/atlas/ (cloned),1217,NULL,NULL
Addis Ababa,Ethiopia,9.03333,38.7,manually from http://www.astro.com/atlas/,1218,NULL,NULL
Sarajevo,Bosnia and Herzegovina,43.8667,18.4167,manually from http://www.astro.com/atlas/,1219,NULL,NULL
Yamoussoukro,Ivory Coast,6.81667,-5.28333,manually from http://www.astro.com/atlas/,1220,NULL,NULL
Yaound,Cameroon,3.86667,11.5167,manually from http://www.astro.com/atlas/,1221,NULL,NULL
Nicosia,Cyprus,35.1667,33.3667,manually from http://www.astro.com/atlas/,1222,NULL,NULL
Manama,Bahrain,26.2167,50.5833,manually from http://www.astro.com/atlas/,1223,NULL,NULL
Porto-Novo,Benin,6.48333,2.61667,manually from http://www.astro.com/atlas/,1224,NULL,NULL
Ouagadougou,Burkina Faso,12.3667,-1.51667,manually from http://www.astro.com/atlas/,1225,NULL,NULL
Abu Dhabi,United Arab Emirates,24.4667,54.3667,manually from http://www.astro.com/atlas/,1226,NULL,NULL
Libreville,Gabon,0.383333,9.45,manually from http://www.astro.com/atlas/,1227,NULL,NULL
Accra,Ghana,5.55,-0.216667,manually from http://www.astro.com/atlas/,1228,NULL,NULL
Banjul,Gambia,13.4667,-16.65,manually from http://www.astro.com/atlas/,1229,NULL,NULL
Kuwait City,Kuwait,29.3333,47.9833,manually from http://www.astro.com/atlas/,1230,NULL,NULL
Beirut,Lebanon,33.8833,35.5,manually from http://www.astro.com/atlas/,1231,NULL,NULL
Vaduz,Liechtenstein,47.15,9.51667,manually from http://www.astro.com/atlas/,1232,NULL,NULL
Vilnius,Lithuania,54.6833,25.3167,manually from http://www.astro.com/atlas/,1233,NULL,NULL
Monaco,Monaco,43.7,7.38333,manually from http://www.astro.com/atlas/,1234,NULL,NULL
Chisinau,Moldova,47,28.8333,manually from http://www.astro.com/atlas/,1235,NULL,NULL
Skopje,Macedonia,41.9833,21.4333,manually from http://www.astro.com/atlas/,1236,NULL,NULL
Abuja,Nigeria,9.2,7.18333,manually from http://www.astro.com/atlas/,1237,NULL,NULL
Muscat,Oman,23.6167,58.5833,manually from http://www.astro.com/atlas/,1238,NULL,NULL
Doha,Qatar,25.2833,51.5333,manually from http://www.astro.com/atlas/,1239,NULL,NULL
Khartoum,Sudan,15.6,32.5333,manually from http://www.astro.com/atlas/,1240,NULL,NULL
Freetown,Sierra Leone,8.5,-13.25,manually from http://www.astro.com/atlas/,1241,NULL,NULL
San Marino,San Marino,43.9167,12.4667,manually from http://www.astro.com/atlas/,1242,NULL,NULL
Damascus,Syria,33.5,36.3,manually from http://www.astro.com/atlas/,1243,NULL,NULL
Lome,Togo,6.13333,1.21667,manually from http://www.astro.com/atlas/,1244,NULL,NULL
Kampala,Uganda,0.316667,32.4167,manually from http://www.astro.com/atlas/,1245,NULL,NULL
Tashkent,Uzbekistan,41.3333,69.3,manually from http://www.astro.com/atlas/,1246,NULL,NULL
Vatican City,Vatican City,41.9,12.45,manually from http://www.astro.com/atlas/,1247,NULL,NULL
*,Bahrain,26.2167,50.5833,manually from http://www.astro.com/atlas/ (cloned),1248,NULL,NULL
*,Belarus,53.9,27.5667,manually from http://www.astro.com/atlas/ (cloned),1249,NULL,NULL
*,Benin,6.48333,2.61667,manually from http://www.astro.com/atlas/ (cloned),1250,NULL,NULL
*,Bosnia and Herzegovina,43.8667,18.4167,manually from http://www.astro.com/atlas/ (cloned),1251,NULL,NULL
*,Bulgaria,42.6667,23.3333,http://www.infoplease.com/ipa/A0001769.html (cloned),1252,NULL,NULL
*,Burkina Faso,12.3667,-1.51667,manually from http://www.astro.com/atlas/ (cloned),1253,NULL,NULL
*,Chile,-33.4667,-70.75,http://www.infoplease.com/ipa/A0001769.html (cloned),1254,NULL,NULL
*,Cuba,23.1333,-82.3833,http://www.infoplease.com/ipa/A0001769.html (cloned),1255,NULL,NULL
*,Cyprus,35.1667,33.3667,manually from http://www.astro.com/atlas/ (cloned),1256,NULL,NULL
*,Czech Republic,50.0833,14.4333,http://www.infoplease.com/ipa/A0001769.html (cloned),1257,NULL,NULL
*,Djibouti,11.5,43.05,http://www.infoplease.com/ipa/A0001769.html (cloned),1258,NULL,NULL
*,Egypt,30.0333,31.35,http://www.infoplease.com/ipa/A0001769.html (cloned),1259,NULL,NULL
*,Estonia,59.4167,24.75,manually from http://www.astro.com/atlas/ (cloned),1260,NULL,NULL
*,Ethiopia,9.03333,38.7,manually from http://www.astro.com/atlas/ (cloned),1261,NULL,NULL
*,Gabon,0.383333,9.45,manually from http://www.astro.com/atlas/ (cloned),1262,NULL,NULL
*,Gambia,13.4667,-16.65,manually from http://www.astro.com/atlas/ (cloned),1263,NULL,NULL
*,Ghana,5.55,-0.216667,manually from http://www.astro.com/atlas/ (cloned),1264,NULL,NULL
*,Guatemala,14.6167,-90.5167,http://www.infoplease.com/ipa/A0001769.html (cloned),1265,NULL,NULL
*,Guyana,6.75,-58.25,http://www.infoplease.com/ipa/A0001769.html (cloned),1266,NULL,NULL
*,Vatican City,41.9,12.45,manually from http://www.astro.com/atlas/ (cloned),1267,NULL,NULL
*,Iceland,64.0667,-21.9667,http://www.infoplease.com/ipa/A0001769.html (cloned),1268,NULL,NULL
*,Jamaica,17.9833,-76.8167,http://www.infoplease.com/ipa/A0001769.html (cloned),1269,NULL,NULL
*,Kenya,-1.41667,36.9167,http://www.infoplease.com/ipa/A0001769.html (cloned),1270,NULL,NULL
*,Kuwait,29.3333,47.9833,manually from http://www.astro.com/atlas/ (cloned),1271,NULL,NULL
*,Latvia,56.95,24.1,manually from http://www.astro.com/atlas/ (cloned),1272,NULL,NULL
*,Lebanon,33.8833,35.5,manually from http://www.astro.com/atlas/ (cloned),1273,NULL,NULL
*,Liechtenstein,47.15,9.51667,manually from http://www.astro.com/atlas/ (cloned),1274,NULL,NULL
*,Lithuania,54.6833,25.3167,manually from http://www.astro.com/atlas/ (cloned),1275,NULL,NULL
*,Luxembourg,49.6,6.15,manually from http://www.astro.com/atlas/ (cloned),1276,NULL,NULL
*,Macedonia,41.9833,21.4333,manually from http://www.astro.com/atlas/ (cloned),1277,NULL,NULL
*,Mexico,19.4333,-99.1167,http://www.infoplease.com/ipa/A0001769.html (cloned),1278,NULL,NULL
*,Moldova,47,28.8333,manually from http://www.astro.com/atlas/ (cloned),1279,NULL,NULL
*,Monaco,43.7,7.38333,manually from http://www.astro.com/atlas/ (cloned),1280,NULL,NULL
