city,country,lat,lon,source,oid,state,comments
*,Nigeria,9.2,7.18333,manually from http://www.astro.com/atlas/ (cloned),1281,NULL,NULL
*,Oman,23.6167,58.5833,manually from http://www.astro.com/atlas/ (cloned),1282,NULL,NULL
*,Panama,8.96667,-79.5333,http://www.infoplease.com/ipa/A0001769.html (cloned),1283,NULL,NULL
*,Paraguay,-25.25,-57.6667,http://www.infoplease.com/ipa/A0001769.html (cloned),1284,NULL,NULL
*,Peru,-12,-77.0333,http://www.infoplease.com/ipa/A0001769.html (cloned),1285,NULL,NULL
*,Portugal,38.7333,-9.15,http://www.infoplease.com/ipa/A0001769.html (cloned),1286,NULL,NULL
*,Qatar,25.2833,51.5333,manually from http://www.astro.com/atlas/ (cloned),1287,NULL,NULL
*,Romania,44.4167,26.1167,http://www.infoplease.com/ipa/A0001769.html (cloned),1288,NULL,NULL
*,Russia,55.75,37.6,http://www.infoplease.com/ipa/A0001769.html (cloned),1289,NULL,NULL
*,San Marino,43.9167,12.4667,manually from http://www.astro.com/atlas/ (cloned),1290,NULL,NULL
*,Senegal,14.6667,-17.4667,http://www.infoplease.com/ipa/A0001769.html (cloned),1291,NULL,NULL
*,Sierra Leone,8.5,-13.25,manually from http://www.astro.com/atlas/ (cloned),1292,NULL,NULL
*,Slovakia,48.15,17.1167,manually from http://www.astro.com/atlas/ (cloned),1293,NULL,NULL
*,Sudan,15.6,32.5333,manually from http://www.astro.com/atlas/ (cloned),1294,NULL,NULL
*,Suriname,5.75,-55.25,http://www.infoplease.com/ipa/A0001769.html (cloned),1295,NULL,NULL
*,Syria,33.5,36.3,manually from http://www.astro.com/atlas/ (cloned),1296,NULL,NULL
*,Togo,6.13333,1.21667,manually from http://www.astro.com/atlas/ (cloned),1297,NULL,NULL
*,Uganda,0.316667,32.4167,manually from http://www.astro.com/atlas/ (cloned),1298,NULL,NULL
*,United Arab Emirates,24.4667,54.3667,manually from http://www.astro.com/atlas/ (cloned),1299,NULL,NULL
*,Uruguay,-34.8833,-56.1667,http://www.infoplease.com/ipa/A0001769.html (cloned),1300,NULL,NULL
*,Uzbekistan,41.3333,69.3,manually from http://www.astro.com/atlas/ (cloned),1301,NULL,NULL
*,Venezuela,10.4667,-67.0333,http://www.infoplease.com/ipa/A0001769.html (cloned),1302,NULL,NULL
*,Yugoslavia,44.8667,20.5333,http://www.infoplease.com/ipa/A0001769.html (cloned),1303,NULL,NULL
*,Iran,35.75,51.75,http://www.infoplease.com/ipa/A0001769.html (cloned),1304,NULL,NULL
Tbilisi,Georgia,41.7167,44.8167,manually from http://www.astro.com/atlas/,1305,NULL,NULL
Gibraltar,Gibraltar,36.1333,-5.35,manually from http://www.astro.com/atlas/,1306,NULL,NULL
Nuuk,Greenland,64.1833,-51.7333,manually from http://www.astro.com/atlas/,1307,NULL,NULL
Bamako,Mali,12.65,-8,manually from http://www.astro.com/atlas/,1308,NULL,NULL
Riyadh,Saudi Arabia,24.6333,46.7167,manually from http://www.astro.com/atlas/,1309,NULL,NULL
*,Georgia,41.7167,44.8167,manually from http://www.astro.com/atlas/ (cloned),1310,NULL,NULL
*,Gibraltar,36.1333,-5.35,manually from http://www.astro.com/atlas/ (cloned),1311,NULL,NULL
*,Greenland,64.1833,-51.7333,manually from http://www.astro.com/atlas/ (cloned),1312,NULL,NULL
*,Ivory Coast,6.81667,-5.28333,manually from http://www.astro.com/atlas/ (cloned),1313,NULL,NULL
*,Mali,12.65,-8,manually from http://www.astro.com/atlas/ (cloned),1314,NULL,NULL
*,Saudi Arabia,24.6333,46.7167,manually from http://www.astro.com/atlas/ (cloned),1315,NULL,NULL
*,Cameroon,3.86667,11.5167,manually from http://www.astro.com/atlas/ (cloned),1319,NULL,NULL
Yaounde,Cameroon,3.86667,11.5167,manually from http://www.astro.com/atlas/,1320,NULL,alternate spelling matches capital name
Ville Marie,Canada,47.3167,-79.4333,manually from http://www.astro.com/atlas/,1321,QU,NULL
Grande-Prairie,Canada,55.1667,-118.8,manually from http://www.astro.com/atlas/,1322,AB,NULL
Torshavn,Faroe Islands,62.03,-6.8,gazetteer.com,1323,NULL,NULL
*,Faroe Islands,62.03,-6.8,gazetteer.com,1324,NULL,(cloned)
Astana,Kazakstan,51.17,71.47,gazetteer.com,1325,NULL,NULL
*,Kazakstan,51.17,71.47,gazetteer.com,1326,NULL,(cloned)
Bishkek,Kyrgyzstan,42.87,74.57,gazetteer.com,1327,NULL,NULL
*,Kyrgyzstan,42.87,74.57,gazetteer.com,1328,NULL,(cloned)
Ashgabat,Turkmenistan,37.95,58.38,gazetteer.com,1329,NULL,NULL
*,Turkmenistan,37.95,58.38,gazetteer.com,1330,NULL,(cloned)
Sanaa,Yemen,15.17,44.33,gazetteer.com,1331,NULL,NULL
*,Yemen,15.17,44.33,gazetteer.com,1332,NULL,(cloned)
Aaabenraa,Denmark,55.05,9.42,worldgazetteer.com,1333,NULL,NULL
Barrie,Canada,44.4,-79.6667,manually from http://www.astro.com/atlas/,1334,ON,NULL
Jerusalem,Palestine,31.7667,35.2333,manually from http://www.astro.com/atlas/,1335,NULL,(cloned)
*,Palestine,31.7667,35.2333,manually from http://www.astro.com/atlas/,1336,NULL,(cloned)
Townsville,Australia,-19.2667,146.8,manually from http://www.astro.com/atlas/,1337,NULL,NULL
Offenburg,Germany,48.4667,7.95,manually from http://www.astro.com/atlas/,1338,NULL,NULL
Lagos,Nigeria,6.45,3.4,manually from http://www.astro.com/atlas/,1339,NULL,NULL
Brantford,Canada,43.1333,-80.2667,manually from http://www.astro.com/atlas/,1340,ON,NULL
Timbuktu,Mali,16.7667,-3.01667,manually from http://www.astro.com/atlas/,1341,NULL,NULL
Monrovia,Liberia,6.3,-10.7833,manually from http://www.astro.com/atlas/,1342,NULL,NULL
Agra,India,27.1833,78.0167,manually from http://www.astro.com/atlas/,1343,NULL,NULL
Funchal,Portugal,32.6333,-16.9,manually from http://www.astro.com/atlas/,1344,NULL,NULL
Basseterre,St Kitts-Nevis,17.3,-62.7167,manually from http://www.astro.com/atlas/,1345,NULL,NULL
Kingstown,St Vincent,13.15,-61.2333,manually from http://www.astro.com/atlas/,1346,NULL,NULL
Road Town,Virgin Islands & British,18.45,-64.6167,manually from http://www.astro.com/atlas/,1347,NULL,NULL
Broken Hill,Australia,-31.95,141.45,manually from http://www.astro.com/atlas/,1348,NULL,NULL
Halls Creek,Australia,-18.2667,127.767,manually from http://www.astro.com/atlas/,1349,NULL,NULL
Aruba Island,Netherlands Antilles,12.5,-68.9667,manually from http://www.astro.com/atlas/,1350,NULL,NULL
The Valley,Anguilla,18.2167,-63.0667,manually from http://www.astro.com/atlas/,1351,NULL,NULL
Pago Pago,American Samoa,-14.2667,-170.7,manually from http://www.astro.com/atlas/,1352,NULL,NULL
Luanda,Angola,-8.8,13.2333,manually from http://www.astro.com/atlas/,1353,NULL,NULL
Nassau,Bahamas,25.0833,-77.35,manually from http://www.astro.com/atlas/,1354,NULL,NULL
Bridgetown,Barbados,13.1,-59.6167,manually from http://www.astro.com/atlas/,1355,NULL,NULL
Hamilton,Bermuda,32.2833,-64.7667,manually from http://www.astro.com/atlas/,1356,NULL,NULL
Bujumbura,Burundi,-3.38333,29.3667,manually from http://www.astro.com/atlas/,1357,NULL,NULL
George Town,Bahamas,23.5,-75.7667,manually from http://www.astro.com/atlas/,1358,NULL,NULL
Georgetown,Cayman Is,19.3,-81.3833,manually from http://www.astro.com/atlas/,1359,NULL,NULL
Moroni,Comoro Is,-11.6833,43.2667,manually from http://www.astro.com/atlas/,1360,NULL,NULL
Roseau,Dominica,15.3,-61.4,manually from http://www.astro.com/atlas/,1361,NULL,NULL
Santo Domingo,Dominican Republic,18.4667,-69.9,manually from http://www.astro.com/atlas/,1362,NULL,NULL
Port-au-Prince,Haiti,18.5333,-72.3333,manually from http://www.astro.com/atlas/,1363,NULL,NULL
Malabo,Equatorial Guinea,3.75,8.78333,manually from http://www.astro.com/atlas/,1364,NULL,NULL
Asmara,Eritrea,15.3333,38.8833,manually from http://www.astro.com/atlas/,1365,NULL,NULL
Grenville,Grenada,12.1167,-61.6167,manually from http://www.astro.com/atlas/,1367,NULL,NULL
St.Peter Port,Guernsey,49.45,-2.53333,manually from http://www.astro.com/atlas/,1368,NULL,NULL
Conakry,Guinea,9.51667,-13.7167,manually from http://www.astro.com/atlas/,1369,NULL,NULL
Bissau,Guinea-Bissau,11.85,-15.5833,manually from http://www.astro.com/atlas/,1370,NULL,NULL
St.Helier,Jersey,49.2,-2.61667,manually from http://www.astro.com/atlas/,1371,NULL,NULL
Stanley,Falkland Is,-51.7,-57.85,manually from http://www.astro.com/atlas/,1372,NULL,NULL
Maseru,Lesotho,-29.4667,27.5,manually from http://www.astro.com/atlas/,1373,NULL,NULL
Rzeszow,Poland,50.05,22,manually from http://www.astro.com/atlas/,1374,NULL,NULL
Lublin,Poland,51.25,22.5833,manually from http://www.astro.com/atlas/,1375,NULL,NULL
Queenstown,New Zealand,-45.0333,168.667,manually from http://www.astro.com/atlas/,1376,NULL,NULL
Patras,Greece,38.25,21.7333,manually from http://www.astro.com/atlas/,1377,NULL,NULL
Kiel,Germany,54.3333,10.1333,manually from http://www.astro.com/atlas/,1378,NULL,NULL
Brest,France,48.4,-4.48333,manually from http://www.astro.com/atlas/,1379,NULL,NULL
Moita Bonita,Brazil,-10.5775,-37.3428,manually from http://www.astro.com/atlas/,1380,NULL,corrected due to ddmmss format in astro.com
Arad,Romania,46.1833,21.3333,manually from http://www.astro.com/atlas/,1381,NULL,NULL
Orebro,Sweden,59.2833,15.2167,manually from http://www.astro.com/atlas/,1382,NULL,NULL
Hammarby,Sweden,60.55,16.5667,manually from http://www.astro.com/atlas/,1383,NULL,NULL
Castlegar,Canada,49.3167,-117.667,manually from http://www.astro.com/atlas/,1384,BC,NULL
Alma-Ata,Kazakstan,43.25,76.95,manually from http://www.astro.com/atlas/,1385,NULL,NULL
Karlstad,Sweden,59.3667,13.5,manually from http://www.astro.com/atlas/,1386,NULL,NULL
Bologna,Italy,44.4833,11.3333,manually from http://www.astro.com/atlas/,1387,NULL,NULL
Gaborone,Botswana,-24.75,25.9167,manually from http://www.astro.com/atlas/,1388,NULL,NULL
Ploiesti,Romania,44.9333,26.0333,manually from http://www.astro.com/atlas/,1389,NULL,NULL
Yogyakarta,Indonesia,-7.8,110.367,manually from http://www.astro.com/atlas/,1390,NULL,NULL
Peterborough,Canada,44.3,-78.3167,manually from http://www.astro.com/atlas/,1391,ON,NULL
Angers,France,47.4667,-0.55,manually from http://www.astro.com/atlas/,1392,NULL,NULL
Avignon,France,43.95,4.81667,manually from http://www.astro.com/atlas/,1393,NULL,NULL
Klippan,Sweden,56.1333,13.1,manually from http://www.astro.com/atlas/,1394,NULL,NULL
Slatina,Romania,44.4333,24.3667,manually from http://www.astro.com/atlas/,1395,NULL,NULL
Gavle,Sweden,60.6667,17.1667,manually from http://www.astro.com/atlas/,1396,NULL,NULL
Weyburn,Canada,49.6833,-103.867,manually from http://www.astro.com/atlas/,1397,SK,NULL
Den Bosch,Netherlands,51.7,5.31667,manually from http://www.astro.com/atlas/,1398,NULL,NULL
Millingen,Netherlands,51.8667,6.05,manually from http://www.astro.com/atlas/,1399,NULL,name shortened for convenience, was Millingen aan de Rijn
Mill,Netherlands,51.6833,5.78333,manually from http://www.astro.com/atlas/,1400,NULL,NULL
Versailles,France,48.8,2.13333,manually from http://www.astro.com/atlas/,1401,NULL,NULL
Ispra,Italy,45.8167,8.61667,manually from http://www.astro.com/atlas/,1402,NULL,NULL
Norrkoping,Sweden,58.6,16.1833,manually from http://www.astro.com/atlas/,1403,NULL,NULL
Zwolle,Netherlands,52.5167,6.1,manually from http://www.astro.com/atlas/,1404,NULL,NULL
Assen,Netherlands,53,6.56667,manually from http://www.astro.com/atlas/,1405,NULL,NULL
Tashkent,Uzbekistan,41.3333,69.3,manually from http://www.astro.com/atlas/,1406,NULL,NULL
Targu-Mures,Romania,46.55,24.55,manually from http://www.astro.com/atlas/,1408,NULL,NULL
Orsay,France,48.8,2.18333,manually from http://www.astro.com/atlas/,1409,NULL,NULL
Stockport,United Kingdom,53.4167,-2.16667,manually from http://www.astro.com/atlas/,1410,NULL,NULL
Winchester,United Kingdom,51.0667,-1.31667,manually from http://www.astro.com/atlas/,1411,NULL,NULL
Guildford,United Kingdom,51.2333,-0.583333,manually from http://www.astro.com/atlas/,1412,NULL,NULL
Zilina,Slovakia,49.2333,18.7667,manually from http://www.astro.com/atlas/,1413,NULL,NULL
Leicester,United Kingdom,52.6333,-1.08333,manually from http://www.astro.com/atlas/,1414,NULL,NULL
Oradea,Romania,47.05,21.95,manually from http://www.astro.com/atlas/,1415,NULL,NULL
Moldova-Noua,Romania,44.7333,21.6667,manually from http://www.astro.com/atlas/,1416,NULL,NULL
